PSWID,SYSTEM_NAME,COUNTY,OWNERSHIP_SDWIS,OWNERSHIP_Corrected,OWNERSHIP_Binary,TYPE_consolidated,SOURCE_SDWIS,Source_Binary,Source_Purchased,POP_TOTAL,LN_POP,CWStype_SDWIS,WQ_REG,VIOLATION_COUNT,COUNT_TCR,TOTAL_VIOLATIONS,INST_CHANGE
CA2000533,SUGAR PINE HOMEOWNERS ASSOC,MADERA,Private,Private,Nongovernmental,PA,GW,GW,No,120,4.787491743,Community,LPA,0,1,1,NO
CA2000534,LEISURE ACRES MUTUAL WATER COMPANY,MADERA,Private,Private,Nongovernmental,MWC,GW,GW,No,45,3.80666249,Community,LPA,9,1,10,NO
CA2000538,CEDAR VALLEY MUTUAL WATER CO,MADERA,Private,Private,Nongovernmental,MWC,GW,GW,No,137,4.919980926,Community,LPA,17,1,18,NO
CA2000589,MAMMOTH POOL MOBILE HOME PARK,MADERA,Private,Private,Nongovernmental,MHP,GW,GW,No,60,4.094344562,Community,LPA,1,4,5,NO
CA2000592,TWO TWENTY FOUR MOBILE HOME PK,MADERA,Private,Private,Nongovernmental,MHP,GW,GW,No,30,3.401197382,Community,LPA,11,1,12,NO
CA2000593,OAKHURST MOBILE HOME ESTATES,MADERA,Private,Private,Nongovernmental,MHP,GW,GW,No,114,4.736198448,Community,LPA,1,13,14,NO
CA2000595,COUNTRY LIVING MHP,MADERA,Private,Private,Nongovernmental,MHP,GW,GW,No,450,6.109247583,Community,LPA,0,0,0,NO
CA2000605,WHISPERING PINES MHP,MADERA,Private,Private,Nongovernmental,MHP,GW,GW,No,31,3.433987204,Community,LPA,0,0,0,NO
CA2000608,WILDWOOD MOBILE HOME PK INC,MADERA,Private,Private,Nongovernmental,MHP,GW,GW,No,100,4.605170186,Community,LPA,0,0,0,NO
CA2000775,OAK CREEK MOBILE HOME PARK(WATER),MADERA,Private,Private,Nongovernmental,MHP,GW,GW,No,370,5.913503006,Community,LPA,0,0,0,NO
CA2000828,SHADY OAKS MOBILE HOME PARK LLC,MADERA,Private,Private,Nongovernmental,MHP,GW,GW,No,40,3.688879454,Community,LPA,23,1,24,NO
CA2000941,BASS LAKE MHP,MADERA,Private,Private,Nongovernmental,MHP,GW,GW,No,32,3.465735903,Community,LPA,3,1,4,NO
CA2010003,BASS LAKE WATER COMPANY,MADERA,Private,Private,Nongovernmental,IOU,SW,SW,No,4527,8.417814747,Community,SWRCB-DISTRICT,0,0,0,NO
CA2010005,YOSEMITE SPRING PARK UTIL CO,MADERA,Private,Private,Nongovernmental,IOU,GW,GW,No,5921,8.686260633,Community,SWRCB-DISTRICT,0,0,0,NO
CA2010007,HILLVIEW WC-OAKHURST/SIERRA LAKES,MADERA,Private,Private,Nongovernmental,IOU,GW,GW,No,4328,8.372860821,Community,SWRCB-DISTRICT,54,0,54,NO
CA2010012,HILLVIEW WATER CO-RAYMOND,MADERA,Private,Private,Nongovernmental,IOU,GW,GW,No,307,5.726847748,Community,SWRCB-DISTRICT,74,2,76,NO
CA2010013,HILLVIEW WATER CO-COARSEGOLD,MADERA,Private,Private,Nongovernmental,IOU,GW,GW,No,79,4.369447852,Community,SWRCB-DISTRICT,2,0,2,NO
CA2010014,HILLVIEW WATER CO-GOLDSIDE-HIL,MADERA,Private,Private,Nongovernmental,IOU,GW,GW,No,1026,6.933423026,Community,SWRCB-DISTRICT,19,0,19,NO
CA2010017,"TESORO VIEJO MASTER MWC, INC",MADERA,Private,Private,Nongovernmental,MWC,SW,SW,No,2640,7.878534196,Community,SWRCB-DISTRICT,0,0,0,NO
CA2100519,ESTERO MUTUAL,MARIN,Private,Private,Nongovernmental,MWC,SW,SW,No,186,5.225746674,Community,SWRCB-DISTRICT,16,0,16,NO
CA2100579,NICASIO VALLEY RANCH MUTUAL,MARIN,Private,Private,Nongovernmental,MWC,GW,GW,No,51,3.931825633,Community,SWRCB-DISTRICT,3,0,3,NO
CA2110007,COAST SPRINGS - CAL. WATER SERVICE (PUC),MARIN,Private,Private,Nongovernmental,IOU,SW,SW,No,210,5.347107531,Community,SWRCB-DISTRICT,0,0,0,NO
CA2210002,PONDEROSA BASIN MUTUAL WTR CO,MARIPOSA,Private,Private,Nongovernmental,MWC,GW,GW,No,790,6.672032945,Community,SWRCB-DISTRICT,0,1,1,NO
CA2210903,FISHCAMP MUTUAL WATER COMPANY,MARIPOSA,Private,Private,Nongovernmental,MWC,GW,GW,No,112,4.718498871,Community,SWRCB-DISTRICT,0,1,1,NO
CA2210906,MARIPOSA PINES MUTUAL,MARIPOSA,Private,Private,Nongovernmental,MWC,GW,GW,No,284,5.648974238,Community,SWRCB-DISTRICT,0,3,3,NO
CA2300502,ALBION MUTUAL WATER COMPANY,MENDOCINO,Private,Private,Nongovernmental,MWC,GW,GW,No,40,3.688879454,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300506,MEADOW ESTATES MUTUAL,MENDOCINO,Private,Private,Nongovernmental,MWC,GW,GW,No,100,4.605170186,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300590,SURFWOOD MUTUAL WATER CORPORATION,MENDOCINO,Private,Private,Nongovernmental,MWC,SW,SW,No,160,5.075173815,Community,SWRCB-DISTRICT,34,0,34,NO
CA2300591,PINE MOUNTAIN MUTUAL WATER CO.,MENDOCINO,Private,Private,Nongovernmental,MWC,SW,SW,No,310,5.736572297,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300596,BIG RIVER VISTA MUTUAL WATER COMPANY,MENDOCINO,Private,Private,Nongovernmental,MWC,GW,GW,No,36,3.583518938,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300604,POINT OF VIEW MUTUAL WATER CO,MENDOCINO,Private,Private,Nongovernmental,MWC,GW,GW,No,56,4.025351691,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300605,RIVER ESTATES MUTUAL WATER COMPANY,MENDOCINO,Private,Private,Nongovernmental,MWC,GW,GW,No,250,5.521460918,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300606,LAKE VIEW MUTUAL WATER CO.,MENDOCINO,Private,Private,Nongovernmental,MWC,GW,GW,No,90,4.49980967,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300638,WILDWOOD CAMPGROUND,MENDOCINO,Private,Private,Nongovernmental,MHP,GW,GW,No,150,5.010635294,Community,SWRCB-DISTRICT,0,1,1,NO
CA2300644,WOODSIDE RV PARK,MENDOCINO,Private,Private,Nongovernmental,MHP,GU,GW,No,280,5.634789603,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300646,BELLA SHORES MOBILE HOME PARK,MENDOCINO,Private,Private,Nongovernmental,MHP,GW,GW,No,80,4.382026635,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300663,BRANSCOMB MUTUAL WATER COMPANY,MENDOCINO,Private,Private,Nongovernmental,MWC,SW,SW,No,92,4.521788577,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300705,LITTLE LAKE MOBILE HOME PARK,MENDOCINO,Private,Private,Nongovernmental,MHP,GW,GW,No,40,3.688879454,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300717,CREEKSIDE CABINS & RV RESORT,MENDOCINO,Private,Private,Nongovernmental,MHP,GW,GW,No,124,4.820281566,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300743,DOLPHIN ISLE MARINA,MENDOCINO,Private,Private,Nongovernmental,MHP,GW,GW,No,560,6.327936784,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300832,HILLS RANCH MUTUAL WATER COMPANY,MENDOCINO,Private,Private,Nongovernmental,MWC,GW,GW,No,60,4.094344562,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300892,COVELO MOBILE HOME PARK,MENDOCINO,Private,Private,Nongovernmental,MHP,GW,GW,No,30,3.401197382,Community,SWRCB-DISTRICT,0,0,0,NO
CA2310002,ROGINA WATER COMPANY INC.,MENDOCINO,Local,Private,Nongovernmental,IOU,GW,GW,No,3700,8.216088099,Community,SWRCB-DISTRICT,0,0,0,NO
CA2310007,NORTH GUALALA WATER COMPANY,MENDOCINO,Private,Private,Nongovernmental,IOU,SW,SW,No,2630,7.874739125,Community,SWRCB-DISTRICT,0,0,0,NO
CA2310013,POINT ARENA WATER WORKS,MENDOCINO,Private,Private,Nongovernmental,IOU,GW,GW,No,646,6.470799504,Community,SWRCB-DISTRICT,0,0,0,NO
CA2400053,EL NIDO MOBILE HOME PARK,MERCED,Private,Private,Nongovernmental,MHP,GW,GW,No,137,4.919980926,Community,SWRCB-DISTRICT,0,0,0,NO
CA2400084,EVERGREEN MOBILE HOME PARK,MERCED,Private,Private,Nongovernmental,MHP,GW,GW,No,36,3.583518938,Community,SWRCB-DISTRICT,3,0,3,NO
CA2600532,LUNDY MUTUAL WATER COMPANY,MONO,Local,Private,Nongovernmental,MWC,GW,GW,No,70,4.248495242,Community,LPA,0,0,0,NO
CA2600536,TOPAZ LAKE RV PARK,MONO,Local,Private,Nongovernmental,MHP,GW,GW,No,475,6.163314804,Community,LPA,0,0,0,NO
CA2600538,LOWER ROCK CREEK MUTUAL WATER CO.,MONO,Local,Private,Nongovernmental,MWC,GW,GW,No,300,5.703782475,Community,LPA,0,1,1,NO
CA2600546,CROWLEY LAKE MUTUAL WATER DISTRICT,MONO,Local,Private,Nongovernmental,MWC,GW,GW,No,250,5.521460918,Community,LPA,0,0,0,NO
CA2600547,CROWLEY LAKE TRAILER PARK,MONO,Private,Private,Nongovernmental,MHP,GW,GW,No,130,4.86753445,Community,LPA,0,0,0,NO
CA2600620,MOUNTAIN MEADOWS MWC,MONO,Private,Private,Nongovernmental,MWC,GW,GW,No,1006,6.913737351,Community,LPA,0,0,0,NO
CA2600621,WHITE MOUNTAIN MUTUAL WATER COMPANY,MONO,Private,Private,Nongovernmental,MWC,GW,GW,No,50,3.912023005,Community,LPA,0,1,1,NO
CA2600622,SIERRA EAST MOBILE HOME COMMUNITY,MONO,Private,Private,Nongovernmental,MHP,GW,GW,No,50,3.912023005,Community,LPA,15,0,15,NO
CA2600699,CHALFANT VALLEY WEST M.W.C.,MONO,Private,Private,Nongovernmental,MWC,GW,GW,No,55,4.007333185,Community,LPA,0,0,0,NO
CA2700503,ASSISI MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,126,4.836281907,Community,LPA,0,2,2,NO
CA2700523,CALERA CANYON HEIGHTS HOA,MONTEREY,Private,Private,Nongovernmental,PA,GW,GW,No,39,3.663561646,Community,LPA,0,7,7,NO
CA2700548,DOLAN RD MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,120,4.787491743,Community,LPA,0,1,1,NO
CA2700606,HIDDEN VIEWS MHP WS,MONTEREY,Private,Private,Nongovernmental,MHP,GW,GW,No,75,4.317488114,Community,LPA,0,0,0,NO
CA2700622,OUTLOOK WA,MONTEREY,Private,Private,Nongovernmental,PA,GW,GW,No,45,3.80666249,Community,LPA,0,1,1,NO
CA2700624,LEAFWOOD COMMUNITY WA,MONTEREY,Private,Private,Nongovernmental,PA,GW,GW,No,66,4.189654742,Community,LPA,0,0,0,NO
CA2700629,MANZANITA HILLS WA,MONTEREY,Private,Private,Nongovernmental,PA,GW,GW,No,75,4.317488114,Community,LPA,0,0,0,NO
CA2700634,CHETMOORE ACRES WA,MONTEREY,Private,Private,Nongovernmental,PA,GW,GW,No,70,4.248495242,Community,LPA,0,0,0,NO
CA2700656,MORO COJO MWA,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,67,4.204692619,Community,LPA,0,0,0,NO
CA2700674,PARADISE LAKE MUTUAL WATER CO.,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,180,5.192956851,Community,LPA,0,0,0,NO
CA2700702,PRUNEDALE MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,252,5.529429088,Community,LPA,3,0,3,NO
CA2700709,RANCHO BORROMEO MWS,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,100,4.605170186,Community,LPA,0,0,0,NO
CA2700731,Z RANCH MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,62,4.127134385,Community,LPA,0,4,4,NO
CA2700775,TIERRA VERDE MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,48,3.871201011,Community,LPA,0,0,0,NO
CA2700792,SUMMERHILL MHP WS,MONTEREY,Private,Private,Nongovernmental,MHP,GW,GW,No,102,4.624972813,Community,LPA,0,0,0,NO
CA2701202,CAL AM WATER COMPANY - CHUALAR,MONTEREY,Private,Private,Nongovernmental,IOU,GW,GW,No,738,6.603943825,Community,SWRCB-DISTRICT,0,0,0,NO
CA2701254,CARMEL RIVIERA MWC,MONTEREY,Private,Private,Nongovernmental,MWC,SW,SW,No,350,5.857933154,Community,LPA,0,0,0,NO
CA2701257,CAL AM WATER COMPANY - GARRAPATA,MONTEREY,Private,Private,Nongovernmental,IOU,GU,GW,No,150,5.010635294,Community,LPA,0,0,0,NO
CA2701263,PARTINGTON RIDGE MWC,MONTEREY,Private,Private,Nongovernmental,MWC,SW,SW,No,75,4.317488114,Community,LPA,10,2,12,NO
CA2701278,RANCHO CHAPARRAL MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GU,GW,No,48,3.871201011,Community,LPA,9,0,9,NO
CA2701279,COASTLANDS MWS (POST CREEK),MONTEREY,Private,Private,Nongovernmental,MWC,SW,SW,No,129,4.859812404,Community,LPA,1,0,1,NO
CA2701355,PRINCES CAMP RESORT WS,MONTEREY,Private,Private,Nongovernmental,MHP,GW,GW,No,126,4.836281907,Community,LPA,0,0,0,NO
CA2701364,PEDRAZZI MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,273,5.609471795,Community,LPA,0,1,1,NO
CA2701367,TIERRA MEADOWS HOA WS,MONTEREY,Private,Private,Nongovernmental,PA,GW,GW,No,63,4.143134726,Community,LPA,0,0,0,NO
CA2701452,MONTEREY DUNES MWA,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,280,5.634789603,Community,LPA,0,0,0,NO
CA2701503,MESA DEL TORO MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,90,4.49980967,Community,LPA,12,4,16,NO
CA2701570,LOS CARNEROS MWA,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,105,4.65396035,Community,LPA,0,1,1,NO
CA2701589,SUNNY ACRES MWS,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,45,3.80666249,Community,LPA,0,0,0,NO
CA2701658,ARROYO CENTER WC,MONTEREY,Private,Private,Nongovernmental,IOU,GU,GW,No,130,4.86753445,Community,LPA,10,0,10,NO
CA2701687,VALLEY OAKS MHP WS,MONTEREY,Private,Private,Nongovernmental,MHP,GW,GW,No,120,4.787491743,Community,LPA,0,4,4,NO
CA2701731,BRANDON CREEK MWS,MONTEREY,Private,Private,Nongovernmental,MWC,SW,SW,No,41,3.713572067,Community,LPA,0,0,0,NO
CA2701789,HOLLY HILLS MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,108,4.682131227,Community,LPA,0,0,0,NO
CA2701800,TULARCITOS MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,85,4.442651256,Community,LPA,0,0,0,NO
CA2701822,ROBLEY PROPERTY MWS,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,80,4.382026635,Community,LPA,0,0,0,NO
CA2701882,CAL AM WATER COMPANY - BISHOP,MONTEREY,Private,Private,Nongovernmental,IOU,GW,GW,No,925,6.829793738,Community,SWRCB-DISTRICT,0,0,0,NO
CA2701888,CACHAGUA MUTUAL WS (#4),MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,55,4.007333185,Community,LPA,0,0,0,NO
CA2701898,CLEAR RIDGE WA,MONTEREY,Private,Private,Nongovernmental,PA,GU,GW,No,123,4.812184355,Community,LPA,11,0,11,NO
CA2701918,LOMAS DEL SOL MWS,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,93,4.532599493,Community,LPA,0,0,0,NO
CA2701929,COUNTRY MEADOWS MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,294,5.683579767,Community,LPA,0,0,0,NO
CA2701935,MOUNT TORO RANCHOS MWA,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,45,3.80666249,Community,LPA,0,0,0,NO
CA2701956,PIONEER PLACE MWS,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,66,4.189654742,Community,LPA,0,2,2,NO
CA2701959,TIERRA VISTA MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,57,4.043051268,Community,LPA,14,0,14,NO
CA2702003,VIERRA MEADOWS MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,75,4.317488114,Community,LPA,1,0,1,NO
CA2702004,CAL AM WATER COMPANY - RALPH LANE,MONTEREY,Private,Private,Nongovernmental,IOU,GW,GW,No,66,4.189654742,Community,LPA,0,0,0,NO
CA2702055,VIERRA KNOLLS MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,66,4.189654742,Community,LPA,0,1,1,NO
CA2702135,FOOTHILL WA,MONTEREY,Private,Private,Nongovernmental,PA,GW,GW,No,28,3.33220451,Community,LPA,0,0,0,NO
CA2702148,ASOLEADO MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,52,3.951243719,Community,LPA,0,1,1,NO
CA2702374,COUNTRYSIDE ESTATES MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,73,4.290459441,Community,LPA,0,1,1,NO
CA2702405,JENSEN MHP WS,MONTEREY,Private,Private,Nongovernmental,MHP,GW,GW,No,56,4.025351691,Community,LPA,5,0,5,NO
CA2702439,WOODLAND HEIGHTS MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,57,4.043051268,Community,LPA,6,0,6,NO
CA2702466,SAN VICENTE MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,90,4.49980967,Community,LPA,10,1,11,NO
CA2702520,ARROYO SECO ESTATES MWS,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,70,4.248495242,Community,LPA,0,0,0,NO
CA2702554,HIDDEN CANYON RANCH MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,102,4.624972813,Community,LPA,0,1,1,NO
CA2702588,CANADA WOODS WC,MONTEREY,Private,Private,Nongovernmental,IOU,GU,GW,No,432,6.068425588,Community,SWRCB-DISTRICT,0,0,0,NO
CA2702608,THIMIO MWC,MONTEREY,Private,Private,Nongovernmental,MWC,GW,GW,No,60,4.094344562,Community,LPA,0,0,0,NO
CA2710004,CAL AM WATER COMPANY - MONTEREY,MONTEREY,Private,Private,Nongovernmental,IOU,GU,GW,No,94803,11.45955633,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710006,CAL AM WATER COMPANY - AMBLER PARK,MONTEREY,Private,Private,Nongovernmental,IOU,GW,GW,No,1114,7.01571242,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710009,CWSC KING CITY,MONTEREY,Private,Private,Nongovernmental,IOU,GW,GW,No,14441,9.577826662,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710010,CWSC SALINAS,MONTEREY,Private,Private,Nongovernmental,IOU,GW,GW,No,106858,11.57925613,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710012,CWSC SALINAS HILLS,MONTEREY,Private,Private,Nongovernmental,IOU,GW,GW,No,8213,9.013473544,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710013,CWSC LAS LOMAS,MONTEREY,Private,Private,Nongovernmental,IOU,GW,GW,No,3312,8.105307516,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710016,LITTLE BEAR WATER COMPANY,MONTEREY,Private,Private,Nongovernmental,IOU,GW,GW,No,2303,7.7419679,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710019,CWSC OAK HILLS,MONTEREY,Private,Private,Nongovernmental,IOU,GW,GW,No,3904,8.269756948,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710021,CAL AM WATER COMPANY - TORO,MONTEREY,Private,Private,Nongovernmental,IOU,GW,GW,No,1148,7.045776577,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710022,CAL AM WATER COMPANY - HIDDEN HILLS,MONTEREY,Private,Private,Nongovernmental,IOU,GW,GW,No,1233,7.117205503,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710023,TASCO SPRECKELS WATER COMPANY,MONTEREY,Private,Private,Nongovernmental,IOU,GW,GW,No,1079,6.983789965,Community,SWRCB-DISTRICT,0,0,0,NO
CA2800023,RUTHERFORD HILL MUTUAL WATER,NAPA,Private,Private,Nongovernmental,MWC,GW,GW,No,170,5.135798437,Community,LPA,0,0,0,NO
CA2800516,TUCKER ACRES MUTUAL WATER CO.,NAPA,Private,Private,Nongovernmental,MWC,GW,GW,No,200,5.298317367,Community,LPA,0,1,1,NO
CA2800525,LA TIERRA HEIGHTS MUTUAL,NAPA,Private,Private,Nongovernmental,MWC,GW,GW,No,67,4.204692619,Community,LPA,0,0,0,NO
CA2800527,LINDA FALLS TERRACE MUTUAL,NAPA,Private,Private,Nongovernmental,MWC,GW,GW,No,35,3.555348061,Community,LPA,0,1,1,NO
CA2800528,LINDA VISTA MUTUAL WATER CO,NAPA,Private,Private,Nongovernmental,MWC,GW,GW,No,50,3.912023005,Community,LPA,0,0,0,NO
CA2800530,MEYERS WATER CO.,NAPA,Private,Private,Nongovernmental,IOU,GW,GW,No,260,5.560681631,Community,LPA,0,1,1,NO
CA2800532,VAILIMA ESTATES MUTUAL WATER,NAPA,Private,Private,Nongovernmental,MWC,GW,GW,No,25,3.218875825,Community,LPA,0,6,6,NO
CA2800548,SILVERADO PINES MOBILE HOME,NAPA,Private,Private,Nongovernmental,MHP,GW,GW,No,255,5.541263545,Community,LPA,0,0,0,NO
CA2810001,HOWELL MOUNTAIN MUTUAL WATER COMPANY,NAPA,Private,Private,Nongovernmental,MWC,SW,SW,No,2070,7.635303886,Community,SWRCB-DISTRICT,4,0,4,NO
CA2900511,SHADY LAKE WATER ASSOCIATION,NEVADA,Private,Private,Nongovernmental,PA,GW,GW,No,90,4.49980967,Community,LPA,0,0,0,NO
CA2900529,GOLD COUNTRY HOME PARK - WATER SYSTEM,NEVADA,Private,Private,Nongovernmental,MHP,GW,GW,No,60,4.094344562,Community,LPA,0,1,1,NO
CA2900530,ROUGH & READY MOBILEHOME VILLAGE,NEVADA,Private,Private,Nongovernmental,MHP,GW,GW,No,200,5.298317367,Community,LPA,1,5,6,NO
CA2900548,SIERRA ESTATES MUTUAL WATER COMPANY,NEVADA,Private,Private,Nongovernmental,MWC,GW,GW,No,100,4.605170186,Community,LPA,3,1,4,NO
CA2910011,PLAVADA COMMUNITY ASSOCIATION,NEVADA,Private,Private,Nongovernmental,PA,GW,GW,No,395,5.978885765,Community,SWRCB-DISTRICT,1,0,1,NO
CA3000519,HYNES ESTATES MUTUAL WATER CO.,ORANGE,Private,Private,Nongovernmental,MWC,GW,GW,No,120,4.787491743,Community,SWRCB-DISTRICT,0,0,0,NO
CA3000585,PAGE AVENUE MUTUAL WATER COMPANY,ORANGE,Private,Private,Nongovernmental,MWC,GW,GW,No,115,4.744932128,Community,SWRCB-DISTRICT,0,0,0,NO
CA3000618,LIBERTY PARK WATER ASSOCIATION,ORANGE,Private,Private,Nongovernmental,PA,GW,GW,No,64,4.158883083,Community,SWRCB-DISTRICT,0,0,0,NO
CA3000825,SOUTH MIDWAY CITY MUTUAL WATER CO.,ORANGE,Private,Private,Nongovernmental,MWC,GW,GW,No,708,6.562444094,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010008,EASTSIDE WATER ASSOCIATION,ORANGE,Private,Private,Nongovernmental,PA,GW,GW,No,2000,7.60090246,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010022,GOLDEN STATE WC - WEST ORANGE,ORANGE,Private,Private,Nongovernmental,IOU,SWP,SW,Purchased,114016,11.64409407,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010035,GOLDEN STATE WC - PLACENTIA,ORANGE,Private,Private,Nongovernmental,IOU,SWP,SW,Purchased,36374,10.50160951,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010047,GOLDEN STATE WC - COWAN HEIGHTS,ORANGE,Private,Private,Nongovernmental,IOU,SWP,SW,Purchased,5390,8.592300664,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010097,MIDWAY CITY MUTUAL WC,ORANGE,Private,Private,Nongovernmental,MWC,GW,GW,No,1257,7.136483209,Community,SWRCB-DISTRICT,0,0,0,NO
CA3100023,AUBURN MOBILE HOME VILLAGE,PLACER,Private,Private,Nongovernmental,MHP,GW,GW,No,59,4.077537444,Community,LPA,0,5,5,NO
CA3100041,ALPINE MEADOWS PROPERTY OWNERS ASSO,PLACER,Private,Private,Nongovernmental,PA,SW,SW,No,250,5.521460918,Community,LPA,0,0,0,NO
CA3100043,GOLD HILL MOBILEHOME PARK,PLACER,Private,Private,Nongovernmental,MHP,GW,GW,No,75,4.317488114,Community,LPA,0,5,5,NO
CA3100058,DUTCH FLAT MUTUAL,PLACER,Private,Private,Nongovernmental,MWC,SW,SW,No,350,5.857933154,Community,LPA,0,0,0,NO
CA3100528,GOLDEN HILLS MUTUAL WATER CO,PLACER,Private,Private,Nongovernmental,MWC,SWP,SW,Purchased,84,4.430816799,Community,LPA,0,0,0,NO
CA3100538,ROSECREST MUTUAL,PLACER,Private,Private,Nongovernmental,MWC,GW,GW,No,31,3.433987204,Community,LPA,0,1,1,NO
CA3103310,EMIGRANT GAP MUTUAL WATER CO.,PLACER,Private,Private,Nongovernmental,MWC,GW,GW,No,125,4.828313737,Community,LPA,0,2,2,NO
CA3103835,LAKEVIEW HILLS COMMUNITY ASSOC,PLACER,Private,Private,Nongovernmental,PA,SWP,SW,Purchased,499,6.212606096,Community,LPA,0,0,0,NO
CA3103836,HIDDEN VALLEY COMMUNITY ASSOCIATION,PLACER,Private,Private,Nongovernmental,PA,SWP,SW,Purchased,499,6.212606096,Community,LPA,0,0,0,NO
CA3107339,FOLSOM LAKE MUTUAL WATER CO,PLACER,Private,Private,Nongovernmental,MWC,SWP,SW,Purchased,333,5.80814249,Community,LPA,0,0,0,NO
CA3110012,AGATE BAY WATER COMPANY,PLACER,Private,Private,Nongovernmental,IOU,SW,SW,No,2500,7.824046011,Community,SWRCB-DISTRICT,0,5,5,NO
CA3110015,FULTON WATER COMPANY,PLACER,Private,Private,Nongovernmental,IOU,SW,SW,No,500,6.214608098,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110018,TAHOE PARK WATER COMPANY,PLACER,Private,Private,Nongovernmental,IOU,GW,GW,No,750,6.620073207,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110019,SQUAW VALLEY MWC,PLACER,Private,Private,Nongovernmental,MWC,GW,GW,No,500,6.214608098,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110033,CASTLE CITY MHP,PLACER,Private,Private,Nongovernmental,MHP,SWP,SW,Purchased,280,5.634789603,Community,SWRCB-DISTRICT,1,0,1,NO
CA3110035,WEIMAR WATER COMPANY,PLACER,Private,Private,Nongovernmental,IOU,SW,SW,No,2580,7.855544678,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110042,TAHOE SWISS VILLAGE UTILITY,PLACER,Private,Private,Nongovernmental,IOU,SW,SW,No,300,5.703782475,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110049,TAHOE PARK WATER CO - SKYLAND/NIELSEN,PLACER,Private,Private,Nongovernmental,IOU,GW,GW,No,50,3.912023005,Community,SWRCB-DISTRICT,0,0,0,NO
